0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
,,Number of rooms,Number of rooms,Number of rooms,Units,1/,9845,..,9681,10966,14267,14500,15687,17601,16202,16171,16735,16680,17760,18362,21343,22176,32000,32000,32307,32741,33408,33905,33989,34163,34286,34333,34333,"1/ Data source,  hotels and institutions authorized by the Ministry of Tourism.  2/ For the year 2018, the survey was conducted with 256 establishments  (hotels and apartment-hotels)."
,,Number of bed-places,Number of bed-places,Number of bed-places,Units,1/,16419,..,14858,18328,25000,25450,27366,30444,28246,26992,28953,27544,29071,30062,32217,34125,123331,123331,123694,124311,125364,126017,126213,126494,126659,126721,126721,"1/ Data source,  hotels and institutions authorized by the Ministry of Tourism.  2/ For the year 2018, the survey was conducted with 256 establishments  (hotels and apartment-hotels)."
,,Occupancy rate / rooms,Occupancy rate / rooms,Occupancy rate / rooms,Percent,2/,..,..,..,..,..,..,..,..,..,..,..,22.53,23.57,29.22,35.89,37.28,26.10,22.31,22.70,32.07,25.76,23.72,30.48,28.31,27.10,11.60,17.57,"1/ Data source,  hotels and institutions authorized by the Ministry of Tourism.  2/ For the year 2018, the survey was conducted with 256 establishments  (hotels and apartment-hotels)."
,,Occupancy rate /  bed-places,Occupancy rate /  bed-places,Occupancy rate /  bed-places,Percent,,36.40,27.30,32.02,36.74,28.00,28.00,30.00,35.00,..,..,..,23.76,22.88,31.13,38.70,36.07,27.34,22.16,23.37,36.03,27.37,25.55,32.77,30.57,28.89,12.99,18.20,"1/ Data source,  hotels and institutions authorized by the Ministry of Tourism.  2/ For the year 2018, the survey was conducted with 256 establishments  (hotels and apartment-hotels)."
,,Average length of stay,Average length of stay,Average length of stay,Nights,,..,..,..,..,..,..,..,..,..,..,..,2.46,2.23,2.29,2.54,2.40,2.36,2.81,3.82,3.18,3.53,3.20,3.22,3.18,3.21,2.68,2.66,"1/ Data source,  hotels and institutions authorized by the Ministry of Tourism.  2/ For the year 2018, the survey was conducted with 256 establishments  (hotels and apartment-hotels)."
LESOTHO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Accommodation for  visitors in hotels and similar establishments,Accommodation for  visitors in hotels and similar establishments,Accommodation for  visitors in hotels and similar establishments,Accommodation for  visitors in hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Number of establishments,Number of establishments,Number of establishments,Units,,..,..,..,..,..,..,..,..,..,..,..,..,103,108,121,137,135,145,..,153,155,143,159,177,170,..,129,
,,Number of rooms,Number of rooms,Number of rooms,Units,,1041,2005,1027,..,1103,..,..,..,..,1492,1209,1770,2105,2254,2429,2506,2756,3018,..,2746,2917,2899,3501,3350,4028,..,2457,
,,Number of bed-places,Number of bed-places,Number of bed-places,Units,,1988,3922,1922,..,..,..,..,..,..,3072,2498,3574,4350,4532,4791,5013,5025,4846,..,5225,5649,5757,6881,6251,5971,..,3631,
,,Occupancy rate / rooms,Occupancy rate / rooms,Occupancy rate / rooms,Percent,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,Occupancy rate /  bed-places,Occupancy rate /  bed-places,Occupancy rate /  bed-places,Percent,,21.80,20.50,20.80,17.80,22.10,..,..,..,..,17.70,14.60,17.30,16.70,18.20,17.90,17.10,19.10,20.05,21.00,19.00,18.00,21.00,20.00,19.80,20.01,..,17.01,
,,Average length of stay,Average length of stay,Average length of stay,Nights,,..,..,..,..,..,..,..,..,..,..,..,7.20,7.96,9.10,9.00,10.00,9.00,10.00,12.00,5.00,..,..,..,..,..,..,..,
LIBERIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Accommodation for  visitors in hotels and similar establishments,Accommodation for  visitors in hotels and similar establishments,Accommodation for  visitors in hotels and similar establishments,Accommodation for  visitors in hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Number of establishments,Number of establishments,Number of establishments,Units,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,Number of rooms,Number of rooms,Number of rooms,Units,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,Number of bed-places,Number of bed-places,Number of bed-places,Units,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,Occupancy rate / rooms,Occupancy rate / rooms,Occupancy rate / rooms,Percent,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,Occupancy rate /  bed-places,Occupancy rate /  bed-places,Occupancy rate /  bed-places,Percent,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,Average length of stay,Average length of stay,Average length of stay,Nights,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
LIBYA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Accommodation for  visitors in hotels and similar establishments,Accommodation for  visitors in hotels and similar establishments,Accommodation for  visitors in hotels and similar establishments,Accommodation for  visitors in hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Number of establishments,Number of establishments,Number of establishments,Units,,..,..,..,..,..,..,..,..,..,..,..,256,268,277,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,Number of rooms,Number of rooms,Number of rooms,Units,,..,..,7784,..,..,11815,12405,12405,12405,12704,..,13162,13638,13916,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,Number of bed-places,Number of bed-places,Number of bed-places,Units,,..,..,15267,..,..,19969,20967,20967,20967,21404,..,24393,26423,27334,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,Occupancy rate / rooms,Occupancy rate / rooms,Occupancy rate / rooms,Percent,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,Occupancy rate /  bed-places,Occupancy rate /  bed-places,Occupancy rate /  bed-places,Percent,,..,71.00,57.00,51.00,53.00,54.00,53.00,42.00,45.00,44.00,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,Average length of stay,Average length of stay,Average length of stay,Nights,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
LIECHTENSTEIN,LIECHTENSTEIN,LIECHTENSTEIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Accommodation for  visitors in hotels and similar establishments,Accommodation for  visitors in hotels and similar establishments,Accommodation for  visitors in hotels and similar establishments,Accommodation for  visitors in hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/ Annual average of  opened establishments.  2/ Annual average of available rooms.  3/ Annual average of available bed-places.
,,Number of establishments,Number of establishments,Number of establishments,Units,1/,..,..,..,..,..,..,..,..,..,..,..,..,44,42,38,40,40,36,34,36,32,36,34,32,30,29,26,1/ Annual average of  opened establishments.  2/ Annual average of available rooms.  3/ Annual average of available bed-places.
,,Number of rooms,Number of rooms,Number of rooms,Units,2/,..,..,..,..,..,621,609,581,591,572,608,646,645,624,580,574,589,515,476,500,459,594,625,605,626,610,582,1/ Annual average of  opened establishments.  2/ Annual average of available rooms.  3/ Annual average of available bed-places.
,,Number of bed-places,Number of bed-places,Number of bed-places,Units,3/,1203,1180,1241,1245,1194,1184,1155,1112,1160,1176,1188,1263,1265,1195,1110,1098,1121,1029,978,1025,912,1264,1338,1302,1357,1296,1269,1/ Annual average of  opened establishments.  2/ Annual average of available rooms.  3/ Annual average of available bed-places.
,,Occupancy rate / rooms,Occupancy rate / rooms,Occupancy rate / rooms,Percent,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,36.90,34.93,37.76,42.13,43.74,28.45,37.18,1/ Annual average of  opened establishments.  2/ Annual average of available rooms.  3/ Annual average of available bed-places.
,,Occupancy rate /  bed-places,Occupancy rate /  bed-places,Occupancy rate /  bed-places,Percent,,29.00,27.70,26.50,27.10,28.50,30.90,29.20,26.70,25.30,24.20,25.60,25.60,27.90,30.90,30.05,28.76,28.74,30.50,31.75,29.44,27.59,23.67,26.11,28.71,30.20,23.80,29.22,1/ Annual average of  opened establishments.  2/ Annual average of available rooms.  3/ Annual average of available bed-places.
,,Average length of stay,Average length of stay,Average length of stay,Nights,,..,..,..,..,2.06,2.12,2.13,2.18,2.10,2.10,2.20,2.10,2.20,2.20,2.20,2.20,2.10,2.08,2.13,2.03,1.86,1.79,1.82,1.86,1.76,2.10,2.19,1/ Annual average of  opened establishments.  2/ Annual average of available rooms.  3/ Annual average of available bed-places.
LITHUANIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Accommodation for  visitors in hotels and similar establishments,Accommodation for  visitors in hotels and similar establishments,Accommodation for  visitors in hotels and similar establishments,Accommodation for  visitors in hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/ Hotels and motels.
,,Number of establishments,Number of establishments,Number of establishments,Units,1/,143,173,182,201,221,227,231,247,270,317,331,338,348,365,380,381,379,397,414,421,418,420,411,387,494,486,630,1/ Hotels and motels.
,,Number of rooms,Number of rooms,Number of rooms,Units,1/,4861,4887,5094,5794,5899,5888,5649,6179,7384,9465,10134,10843,10973,11141,11962,12068,12622,13248,13468,13788,13839,13925,13965,14944,18140,17844,20403,1/ Hotels and motels.
,,Number of bed-places,Number of bed-places,Number of bed-places,Units,1/,9474,9491,9952,11305,11175,11112,10674,11980,14346,18630,19940,21504,21871,22024,23839,24302,26114,27453,27793,28459,28585,28665,28930,30900,39689,38860,46305,1/ Hotels and motels.
,,Occupancy rate / rooms,Occupancy rate / rooms,Occupancy rate / rooms,Percent,1/,29.29,29.50,31.49,32.73,30.90,28.10,31.46,34.59,32.22,36.25,40.49,42.10,46.20,44.90,34.30,36.90,44.50,45.50,47.90,48.70,49.30,51.00,53.70,55.20,55.90,29.10,34.20,1/ Hotels and motels.
,,Occupancy rate /  bed-places,Occupancy rate /  bed-places,Occupancy rate /  bed-places,Percent,1/,23.02,23.26,26.29,27.24,24.55,22.80,25.11,27.27,24.21,27.72,31.56,32.94,36.10,34.40,25.80,28.10,33.90,35.40,36.80,37.10,36.80,39.00,40.80,42.70,44.00,23.30,26.80,1/ Hotels and motels.
,,Average length of stay,Average length of stay,Average length of stay,Nights,,2.38,2.32,2.18,2.35,2.40,2.24,2.19,2.10,1.99,2.13,2.14,2.10,1.94,1.87,1.89,1.95,1.99,1.99,2.04,1.89,1.84,1.84,..,..,..,1.90,..,1/ Hotels and motels.
LUXEMBOURG,LUXEMBOURG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Accommodation for  visitors in hotels and similar establishments,Accommodation for  visitors in hotels and similar establishments,Accommodation for  visitors in hotels and similar establishments,Accommodation for  visitors in hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/ Net occupancy  rate.
,,Number of establishments,Number of establishments,Number of establishments,Units,,..,..,344,342,325,324,320,313,315,297,293,281,268,264,261,259,260,252,244,237,235,231,229,227,228,221,218,1/ Net occupancy  rate.
,,Number of rooms,Number of rooms,Number of rooms,Units,,8185,7787,7683,7676,7561,7715,7660,7640,7547,7424,7516,7930,7801,7953,8239,8387,8393,8206,7837,7778,7635,7645,7633,7484,7497,7643,7807,1/ Net occupancy  rate.
,,Number of bed-places,Number of bed-places,Number of bed-places,Units,,..,..,..,..,14743,14712,14609,14545,14620,14237,..,13695,13839,14359,15096,15353,15388,15345,15012,14718,14493,16205,15726,15446,15432,15686,16150,1/ Net occupancy  rate.
,,Occupancy rate / rooms,Occupancy rate / rooms,Occupancy rate / rooms,Percent,1/,..,..,..,..,..,..,..,..,..,..,..,32.00,30.60,30.60,27.80,26.20,36.62,41.13,43.25,46.89,47.12,42.70,45.81,45.38,42.87,20.78,27.90,1/ Net occupancy  rate.
,,Occupancy rate /  bed-places,Occupancy rate /  bed-places,Occupancy rate /  bed-places,Percent,1/,37.90,38.76,44.70,45.50,..,..,25.90,25.60,25.10,28.20,29.50,30.90,29.10,29.10,27.20,24.70,27.08,30.60,31.82,35.31,36.33,30.90,31.42,31.33,30.87,16.02,23.30,1/ Net occupancy  rate.
,,Average length of stay,Average length of stay,Average length of stay,Nights,,3.32,3.27,3.19,2.20,2.10,2.10,2.10,2.00,2.00,2.00,2.00,1.98,1.98,1.98,1.88,1.83,1.93,1.90,1.89,1.88,1.85,1.91,1.88,1.90,1.84,1.69,1.93,1/ Net occupancy  rate.
"MACAO,  CHINA","MACAO,  CHINA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Accommodation for  visitors in hotels and similar establishments,Accommodation for  visitors in hotels and similar establishments,Accommodation for  visitors in hotels and similar establishments,Accommodation for  visitors in hotels and similar establishments,,1/,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/ Hotels and guest  houses.
,,Number of establishments,Number of establishments,Number of establishments,Units,,104,105,86,79,74,71,70,68,69,70,75,80,82,86,91,91,95,100,100,99,107,109,113,116,122,124,..,1/ Hotels and guest  houses.
,,Number of rooms,Number of rooms,Number of rooms,Units,,8479,8545,9051,8970,9431,9201,9030,8954,9185,9168,10832,12978,16148,17533,19259,20091,22356,26069,27764,27904,32300,36278,36682,38809,38272,35132,38737,1/ Hotels and guest  houses.
,,Number of bed-places,Number of bed-places,Number of bed-places,Units,,18054,17735,20070,18909,19920,19115,18777,18628,19117,18591,21460,26851,36467,41253,45487,48386,54666,66577,72199,72492,84814,96706,97165,103272,101243,92512,103954,1/ Hotels and guest  houses.
,,Occupancy rate / rooms,Occupancy rate / rooms,Occupancy rate / rooms,Percent,,57.03,64.11,50.22,51.28,53.40,57.57,60.66,67.13,64.27,75.55,70.93,72.23,77.18,74.27,71.40,79.83,84.12,83.60,83.12,86.46,81.54,83.31,87.17,91.05,90.81,28.58,50.05,1/ Hotels and guest  houses.
,,Occupancy rate /  bed-places,Occupancy rate /  bed-places,Occupancy rate /  bed-places,Percent,,..,..,..,..,..,..,..,..,..,..,..,63.86,68.59,59.50,61.74,66.08,65.85,57.22,54.65,56.06,53.27,51.25,52.70,54.76,55.11,18.95,32.55,1/ Hotels and guest  houses.
,,Average length of stay,Average length of stay,Average length of stay,Nights,,1.30,1.32,1.34,1.43,1.43,1.33,1.35,1.28,1.26,1.22,1.22,1.21,1.34,1.44,1.50,1.54,1.53,1.40,1.40,1.44,1.48,1.43,1.48,1.52,1.53,1.70,1.80,1/ Hotels and guest  houses.
MADAGASCAR,MADAGASCAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Accommodation for  visitors in hotels and similar establishments,Accommodation for  visitors in hotels and similar establishments,Accommodation for  visitors in hotels and similar establishments,Accommodation for  visitors in hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1/ Since 2019, new  methodology."
,,Number of establishments,Number of establishments,Number of establishments,Units,1/,407,424,451,482,556,644,695,717,768,853,937,1015,1181,1292,1396,1573,1693,2010,2251,2377,2558,2715,2931,3078,3200,3361,..,"1/ Since 2019, new  methodology."
,,Number of rooms,Number of rooms,Number of rooms,Units,1/,3040,4987,5167,5558,7207,7779,8435,8780,9325,10230,10879,11872,13340,14443,16055,17612,19112,20520,22263,23382,24046,25272,26848,28170,29746,29907,..,"1/ Since 2019, new  methodology."
,,Number of bed-places,Number of bed-places,Number of bed-places,Units,1/,6904,9588,9911,10271,12900,14000,15100,15800,16700,17390,18494,20182,22678,23534,25688,28179,30388,32627,35398,37154,41612,44325,47089,49702,53147,56206,..,"1/ Since 2019, new  methodology."
,,Occupancy rate / rooms,Occupancy rate / rooms,Occupancy rate / rooms,Percent,,48.00,57.00,57.00,58.00,60.00,63.00,66.00,22.00,40.00,55.00,57.00,57.00,63.00,64.00,39.00,46.00,49.00,..,..,..,0.55,0.47,0.51,0.54,0.56,0.12,..,"1/ Since 2019, new  methodology."
,,Occupancy rate /  bed-places,Occupancy rate /  bed-places,Occupancy rate /  bed-places,Percent,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.58,0.51,0.53,0.57,0.60,0.29,..,"1/ Since 2019, new  methodology."
,,Average length of stay,Average length of stay,Average length of stay,Nights,,5.12,4.00,4.00,4.00,4.00,4.00,4.00,2.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,..,..,..,..,20.00,20.00,22.00,21.00,21.00,18.00,..,"1/ Since 2019, new  methodology."
MALAWI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Accommodation for  visitors in hotels and similar establishments,Accommodation for  visitors in hotels and similar establishments,Accommodation for  visitors in hotels and similar establishments,Accommodation for  visitors in hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Number of establishments,Number of establishments,Number of establishments,Units,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,Number of rooms,Number of rooms,Number of rooms,Units,,1613,1665,1715,1766,3621,42261,39600,59396,20871,20871,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,Number of bed-places,Number of bed-places,Number of bed-places,Units,,..,..,..,..,..,64110,44251,63585,113874,113874,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,Occupancy rate / rooms,Occupancy rate / rooms,Occupancy rate / rooms,Percent,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,59.80,53.70,51.70,54.00,..,..,..,..,..,..,..,..,..,
,,Occupancy rate /  bed-places,Occupancy rate /  bed-places,Occupancy rate /  bed-places,Percent,,39.00,38.00,37.00,38.00,40.00,39.00,41.00,27.00,33.00,40.00,54.00,60.48,55.00,58.00,55.10,42.70,42.30,44.80,..,..,..,..,..,..,..,..,..,
,,Average length of stay,Average length of stay,Average length of stay,Nights,,..,..,7.00,8.00,9.00,7.20,8.10,7.60,8.10,8.00,8.00,9.80,7.70,8.40,8.00,8.50,8.00,8.70,..,10.10,8.80,9.30,10.20,10.80,..,..,..,
MALAYSIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Accommodation for  visitors in hotels and similar establishments,Accommodation for  visitors in hotels and similar establishments,Accommodation for  visitors in hotels and similar establishments,Accommodation for  visitors in hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/ Hotels with 10  rooms and above.  2/ Hotel survey.
,,Number of establishments,Number of establishments,Number of establishments,Units,1/ 2/,1220,1289,1365,1419,1404,1492,1776,1878,1989,2224,2269,2336,2360,2373,2373,2367,2707,2724,3094,4072,4799,4961,4512,4750,5382,5339,5170,1/ Hotels with 10  rooms and above.  2/ Hotel survey.
